Institutions,Date,Title,Subject Area,Journal,Link
"IBS & Korea University","2025-08-23","Molecular diversity of cox1 and LSU rDNA sequences of Sarcocystis bertrami (syn. S. fayeri) (Apicomplexa: Eucoccidiorida: Sarcocystidae) in horses","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40849039/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS & Korea University","2025-08-23","Temporal profiling of lipid mediators in synovium and tibial plateau during joint inflammation in a collagenase-induced mouse model of osteoarthritis","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40848981/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-23","Nutrient sensing receptor GPRC6A regulates mTORC1 signaling and Tau biology","Neuroscience","cell","https://pubmed.ncbi.nlm.nih.gov/40848921/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-23","Social contact support for patients with schizophrenia using a computer graphics avatar in a real city street environment","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40848697/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-23","Independent association of depressed mood and high suicide risk as assessed by the patient safety screener-3 (PSS-3) with prolonged hospitalization: A single-center cross-sectional study","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40848624/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-23","Letter Re: Development of an artificial intelligence-generated, explainable treatment recommendation system for urothelial carcinoma and renal cell carcinoma to support multidisciplinary cancer conferences","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40848592/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-23","Corrigendum to ""Retinoic-acid-concentration-dependent acquisition of neural cell identity during in vitro differentiation of mouse embryonic stem cells"" [Develop. Biol. 275 (2004) 124-42]","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40848444/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-23","Construction of a New Drug and Agrochemical Candidates Screening Platform Utilizing Drug-Hypersensitive Fission Yeast to Discover Overlooked Natural Products","Multidisciplinary","science","https://pubmed.ncbi.nlm.nih.gov/40848261/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-23","Optimizing dural opening and closure in endonasal transsphenoidal surgery: Technical considerations for incision design and clinical utility","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40848179/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-23","Isolation and Identification of High Biomass and Lipid Productivity Euglena Strain from Tropical Malaysian Environments for Enhancement of Biofuel Production","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40848129/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-23","Surgical outcomes of completion lobectomy after primary segmentectomy","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40848109/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-23","Low preoperative prealbumin increases non-gastric cancer mortality in patients with early or advanced gastric cancer after gastrectomy: a retrospective cohort study","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40848108/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-23","A Cell-Surface-Targeted Fluorogenic Probe for Detection of Sulfatase 2 Activity","Multidisciplinary","cell","https://pubmed.ncbi.nlm.nih.gov/40848002/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-23","An Insight into the Relation of Spin-Polarization and Oxygen Evolution Enhancement with a Monolayer Chiral Covalent Organic Framework Model Catalyst","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40847936/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-23","Selective Transport Energy Barriers in Chitin-Assisted Polyamide Membranes for Efficient Cl<sup>-</sup>/SO<sub>4</sub><sup>2-</sup> Sieving","Materials Science","","https://pubmed.ncbi.nlm.nih.gov/40847927/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-23","Sacrificial Trimethyl Phosphate Modification for Phase Stability of Mesoporous γ-Alumina","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40847919/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-23","Hexanoic Acid Intake Enhances Anti-Tumor Immune Responses in Colorectal Cancer by Reducing the Immunosuppressive Function of Tregs","Cancer Research","cell","https://pubmed.ncbi.nlm.nih.gov/40847888/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-23","Integration of Generative Protein Design with Synthetic Porphyrin Assembly: Metal-Responsive Cyclic Assembly of a Bi-Porphyrin Acquisition Designer Protein","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40847884/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-23","Photochemical and Redox-Controlled ON-OFF Switching in Proton-Coupled Electron Transfer","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40847712/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-23","A Sister Mary Joseph's nodule in fallopian tube cancer: exploring the metastatic pathway through gene expression profiling-a case report","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40847424/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Accuracy of robot-assisted dental implant surgery and its clinical influencing factors: a retrospective case series of 100 patients","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40849631/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Neural correlates of span capacity during visual discrimination under varying cognitive demands","Neuroscience","","https://pubmed.ncbi.nlm.nih.gov/40849603/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Manipulating dietary protein and amino acids in the common marmoset Callithrix jacchus impacts circulating metabolites and FGF21 levels","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40849602/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Unlocking deep relaxation: the power of rhythmic breathing on brain rhythms","Neuroscience","","https://pubmed.ncbi.nlm.nih.gov/40849592/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Research on nutritional differences among different types of buds in Xanthoceras sorbifolium Bunge","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40849589/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","The combined associations of excess body weight, hypertension, and hypertriglyceridemia with hyperglycemia among nondiabetic older adults in regional China","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40849579/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Cochrane corner: artificial intelligence for diagnosing exudative age-related macular degeneration","Computer Science","","https://pubmed.ncbi.nlm.nih.gov/40849608/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Repeated theta burst stimulation of the right ventrolateral prefrontal cortex reveals strong habituation in the context of stress and rumination","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40849567/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Social hierarchy and resilience affect stress-induced PTSD via Uba7 gene expression and subsequent inflammation in microglia of the mPFC","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40849546/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Methylone promotes neurite outgrowth and has long-lasting effects on fear extinction learning","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40849539/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Characterizing plasma lipid species in metabolic dysfunction associated steatotic liver disease in persons with type 1 diabetes","Multidisciplinary","cell","https://pubmed.ncbi.nlm.nih.gov/40849529/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Proteomics on choroidal neovascularization based on itraq and the protective effect of TAB1 in CNV","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40849525/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Quantitative genotoxicity assessment of N-nitrosodimethylamine in mice by error-corrected next-generation sequencing and DNA methylation quantification for toxicity threshold determination","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40849524/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Discovery of CRISPR-Cas12a clades using a large language model","Computer Science","","https://pubmed.ncbi.nlm.nih.gov/40849498/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","H4K79 and H4K91 histone lactylation, newly identified lactylation sites enriched in breast cancer","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40849487/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","The performance of ChatGPT on medical image-based assessments and implications for medical education","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40849473/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Inflammatory factor CCL2 enhances the interaction between monocyte-macrophage cells and liver parenchymal cells to promote liver inflammation and fibrosis in biliary atresia","Multidisciplinary","cell","https://pubmed.ncbi.nlm.nih.gov/40849451/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Impacts of omega-3 fatty acids intervention on immune functions and clinical outcomes in surgical gastric cancer patients: a systematic review and trial sequential meta-analysis","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40849447/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Deep genome sequencing reveals extensive genetic heterogeneity in early human placentas","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40849439/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Molecular landscape, subtypes, and therapeutic vulnerabilities of central nervous system solitary fibrous tumors","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40849425/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Alterations of the skin microbiome in multiple system atrophy: a pilot study","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40849417/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","CAD hijacks STING to impair antitumor immunity and radiotherapy efficacy of colorectal cancer","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40849416/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","4D structural biology-quantitative dynamics in the eukaryotic RNA exosome complex","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40849410/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","A repurposed AMP binding domain reveals mitochondrial protein AMPylation as a regulator of cellular metabolism","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40849408/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Graph retrieval augmented large language models for facial phenotype associated rare genetic disease","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40849403/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","DNA methylation analysis reveals an epigenetic signature distinctive of high-grade oligodendroglioma","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40849395/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","ASO Author Reflections: Cancer Stroma and SPARC are Involved in the Molecular Mechanisms of Poor Prognosis in Colorectal Cancer","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40849377/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Identification of conserved frontal neurophysiological markers of cognitive flexibility in humans and rats","Neuroscience","","https://pubmed.ncbi.nlm.nih.gov/40849367/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","The impact of social determinants of health on outcomes of brexucabtagene autoleucel in adults with relapsed/refractory B-cell acute lymphoblastic leukemia","Multidisciplinary","cell","https://pubmed.ncbi.nlm.nih.gov/40849364/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Leukemia stem cells for relapse prediction in AML patients receiving allografts: long-term follow-up of a prospective study","Biomedical","cell","https://pubmed.ncbi.nlm.nih.gov/40849363/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","CARE-AD: a multi-agent large language model framework for Alzheimer's disease prediction using longitudinal clinical notes","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40849361/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
"IBS","2025-08-23","Neuroregenerative and neuroprotective effects of bioengineered scaffolds in spinal cord injury: a systematic review of preclinical and early phase clinical studies","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40849360/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250824151738&v=2.18.0.post9+e462414"
